poid,department,name,degree_type,requirements
3478,Computer Science,"Computer Science, B.S.",B.S.,"Required Core Courses:
  CSC-105 Intro to Computer Science
  CSC-121 Intro to Computer Programming
  CSC-122 Data Structures and Algorithms
  CSC-223 Advanced Data Structures and Software Development
  CSC-231 Computer Organization
  CSC-261 Discrete Structures for Computer Science
  CSC-461 Computational Theory
  MTH-150 Analytic Geometry and Calculus I

Three additional CSC courses numbered 300 or above, with at least two selected from Group A

Group A
  CSC-331 Computer Architecture
  CSC-332 Data Communications and Networking
  CSC-343 Artificial Intelligence
  CSC-344 Computer Graphics and Image Processing
  CSC-345 Computational Science
  CSC-346 Operating Systems
  CSC-348 Game Design & Development
  CSC-353 Software Engineering
  CSC-361 Information Structures
  CSC-363 Programming Language Structures
  CSC-364 Compilers
  CSC-372 Machine Learning with Big Data
  CSC-465 Introduction to Numerical Analysis

Group B
  CSC-332 Data Communications and Networking
  CSC-341 Database Management Systems
  CSC-342 Web-Based Application Design & Development
  CSC-347 Human Computer Interaction
  CSC-351 Project Management
  CSC-352 Systems Analysis
  CSC-353 Software Engineering
  CSC-362 Information Security
  CSC-372 Machine Learning with Big Data

One additional course selected from the following options:
  CSC-271 Digital Dilemmas: Data, Technology, and Being Human
  CSC-272 Introduction to Data Mining
  CSC-273 History of Technology and Discovery
  MTH-120 Introduction to Statistics
  MTH-151 Analytic Geometry and Calculus II
  MTH-160 Vectors and Matrices

Capstone Experience (one course):
  CSC-475 Seminar in Computer Science
  CSC-502 Research

and six Purposeful Pathways activities:
Earn credit, as determined by the Chair, for six Purposeful Pathways activities, with two from each from the following categories:
Participation in an Engaged Learning (Internship, Research) opportunity can be used to substitute for one of the required six events with prior approval from the Chair."
3479,Computer Science,"Information Technology, B.A.",B.A.,"A major must include:
  CSC-105 Intro to Computer Science
  CSC-121 Intro to Computer Programming
  CSC-122 Data Structures and Algorithms
  CSC-475 Seminar in Computer Science or
  CSC-502 Research

and six Purposeful Pathways activities:
Earn credit, as determined by the Chair, for six Purposeful Pathways activities, with two from each from the following categories:
Participation in an Engaged Learning (Internship, Research) opportunity can be used to substitute for one of the required six events with prior approval from the Chair.

Further considerations
The cognate discipline includes courses leading to an award of a major in another field of study, where those courses have a clear IT component or applicability.  The capstone ( CSC-475 or CSC-502 ) will serve to integrate the experiences. Specific cognate courses comprising a consistent theme for the IT major will be identified when the student declares their intent to pursue a major. The cognate discipline may not be Computer Science."
3480,Computer Science,"Information Technology, B.S.",B.S.,"A major must include:
  CSC-105 Intro to Computer Science
  CSC-121 Intro to Computer Programming
  CSC-122 Data Structures and Algorithms
  CSC-475 Seminar in Computer Science or
  CSC-502 Research

and six Purposeful Pathways activities:
Earn credit, as determined by the Chair, for six Purposeful Pathways activities, with two from each from the following categories:
Participation in an Engaged Learning (Internship, Research) opportunity can be used to substitute for one of the required six events with prior approval from the Chair.

Further considerations
The cognate discipline includes courses leading to an award of a major in another field of study, where those courses have a clear IT component or applicability.  The capstone ( CSC-475 or CSC-502 ) will serve to integrate the experiences. Specific cognate courses comprising a consistent theme for the IT major will be identified when the student declares their intent to pursue a major. The cognate discipline may not be Computer Science."
3481,"Earth, Environmental, and Sustainability Sciences","Earth and Environmental Science, B.A.",B.A.,"Candidates for the B.A. degree must complete:
  EES-111 Earth and the Silver Screen or
  EES-112 Environmental Science or
  EES-113 Natural Hazards and Natural Disasters or
  EES-115 Earth Systems
  EES-220 Mineralogy and Petrology I

a mathematics course, appropriate for the discipline:
  MTH-120 Introduction to Statistics or
  MTH-145 Calculus for Management, Life and Social Sciences or
  MTH-150 Analytic Geometry and Calculus I

and, six more EES elective courses numbered 200 or above.

Further considerations
Students anticipating graduate study and professional work in earth and environmental sciences should obtain the B.S. degree. Students interested in environmental and/or sustainability issues, but not wishing to major in the sciences may complete an interdisciplinary minor in Environmental Studies."
3482,"Earth, Environmental, and Sustainability Sciences","Earth and Environmental Science, B.S.",B.S.,"Candidates for the B.S. degree must complete:
  EES-111 Earth and the Silver Screen
  EES-112 Environmental Science
  EES-113 Natural Hazards and Natural Disasters
  EES-115 Earth Systems
  EES-220 Mineralogy and Petrology I
  EES-472 Research and Analysis
  EES-474 Senior Capstone
  CHM-110 Foundations of Chemistry
  CHM-115 Kinetics, Thermodynamics and the Environment

and, six more EES elective courses numbered 200 or above.

Further considerations
Students anticipating graduate study and professional work in earth and environmental sciences should obtain the B.S. degree. Students interested in environmental and/or sustainability issues, but not wishing to major in the sciences may complete an interdisciplinary minor in Environmental Studies."
3483,"Earth, Environmental, and Sustainability Sciences","Sustainability Science, B.S.",B.S.,"To fulfill major requirements, students must complete:
  EES-112 Environmental Science
  SUS-120 Principles of Sustainability Science
  SUS-241 Social Systems
  SUS-242 Dynamic System Modeling
  SUS-474 Senior Capstone
  SUS-472 Research and Analysis
  SUS-473 Sustainability Science Practicum

Six additional electives numbered 200 or above:

Further considerations
It is strongly recommended that courses used to fulfill major requirements be chosen in consultation with a faculty advisor and intended academic or professional pathways.
Students interested in environmental and/or sustainability issues, but not wishing to major in the sciences may complete an interdisciplinary minor in Environmental Studies or B.A. in Earth and Environmental Sciences. Sustainability Science majors may also fulfill the requirements for the Environmental Studies interdisciplinary minor."
3484,Economics,"Economics, B.A.",B.A.,"A major must include:
  ACC-111 Principles of Financial Accounting or ACC-120 Principles of Financial and Managerial Accounting , or CSC-121 Intro to Computer Programming , or EES-201 Geographic Information Systems , or MTH-245 Statistical Methods I with R
  ECN-111 Introduction to Economics
  ECN-120 Introduction to Statistics or MTH-120 Introduction to Statistics
  MTH-145 Calculus for Management, Life and Social Sciences or MTH-150 Analytic Geometry and Calculus I
  ECN-331 Empirical Methods in Economics
  ECN-345 Intermediate Macroeconomics Analysis
  ECN-346 Intermediate Microeconomic Analysis
  ECN-475 Senior Seminar in Economics

at least three more economics courses numbered 201 or greater, excluding ECN-503
  ECN-224 Law and Economics
  ECN-226 Game Theory
  ECN-233 Economics of Gender
  ECN-234 Urban Economics
  ECN-235 Population, Economy and Society
  ECN-236 Economics of the Environment
  ECN-237 Economics of Poverty and Inequality
  ECN-238 Public Economics
  ECN-239 Economics of Sports
  ECN-241 Money and Banking
  ECN-242 Health Economics
  ECN-244 Behavioral Economics
  ECN-245 Development Economics
  ECN-246 Economic Growth
  ECN-247 History of Economic Thought
  ECN-248 Economics of Market Regulation
  ECN-250 Labor Economics
  ECN-252 International Trade
  ECN-253 International Finance and Macroeconomic Policy
  ECN-256 Economics of Strategy"
3554,Economics,"Mathematics-Economics, B.A.",B.A.,"The Mathematics-Economics Major will consist of the following requirements:
Six courses in Economics: ECN-111 Introduction to Economics ECN-331 Empirical Methods in Economics ECN-345 Intermediate Macroeconomics Analysis ECN-346 Intermediate Microeconomic Analysis ECN-475 Senior Seminar in Economics One additional ECN course numbered 201 or higher, excluding ECN-503 Six courses in Mathematics: Core courses: MTH-151 Analytic Geometry and Calculus II MTH-160 Vectors and Matrices Four additional courses from the following list: *At least two courses must be numbered 300 or higher MTH-245 Statistical Methods I with R MTH-250 Vector Calculus MTH-255 Differential Equations MTH-260 Transition to Higher Mathematics MTH-335 Mathematical Models and Applications MTH-337 Operations Research MTH-340 Probability MTH-341 Mathematical Statistics MTH-345 Statistical Methods II with R MTH-355 Discrete Dynamical Systems MTH-435 Scientific Computation MTH-450 Real Analysis MTH-465 Linear Algebra and Matrix Theory
  ECN-111 Introduction to Economics
  ECN-331 Empirical Methods in Economics
  ECN-345 Intermediate Macroeconomics Analysis
  ECN-346 Intermediate Microeconomic Analysis
  ECN-475 Senior Seminar in Economics
  MTH-151 Analytic Geometry and Calculus II
  MTH-160 Vectors and Matrices
  MTH-245 Statistical Methods I with R
  MTH-250 Vector Calculus
  MTH-255 Differential Equations
  MTH-260 Transition to Higher Mathematics
  MTH-335 Mathematical Models and Applications
  MTH-337 Operations Research
  MTH-340 Probability
  MTH-341 Mathematical Statistics
  MTH-345 Statistical Methods II with R
  MTH-355 Discrete Dynamical Systems
  MTH-435 Scientific Computation
  MTH-450 Real Analysis
  MTH-465 Linear Algebra and Matrix Theory

Six courses in Economics:
  ECN-111 Introduction to Economics
  ECN-331 Empirical Methods in Economics
  ECN-345 Intermediate Macroeconomics Analysis
  ECN-346 Intermediate Microeconomic Analysis
  ECN-475 Senior Seminar in Economics

Six courses in Mathematics:

Core courses:
  MTH-151 Analytic Geometry and Calculus II
  MTH-160 Vectors and Matrices

Four additional courses from the following list:
*At least two courses must be numbered 300 or higher
  MTH-245 Statistical Methods I with R
  MTH-250 Vector Calculus
  MTH-255 Differential Equations
  MTH-260 Transition to Higher Mathematics
  MTH-335 Mathematical Models and Applications
  MTH-337 Operations Research
  MTH-340 Probability
  MTH-341 Mathematical Statistics
  MTH-345 Statistical Methods II with R
  MTH-355 Discrete Dynamical Systems
  MTH-435 Scientific Computation
  MTH-450 Real Analysis
  MTH-465 Linear Algebra and Matrix Theory

Majors are also advised to complete:
  CSC-121 Intro to Computer Programming
  MTH-435 Scientific Computation"
3555,Economics,"Mathematics-Economics, B.S.",B.S.,"The Mathematics-Economics Major will consist of the following requirements:
Six courses in Economics: ECN-111 Introduction to Economics ECN-331 Empirical Methods in Economics ECN-345 Intermediate Macroeconomics Analysis ECN-346 Intermediate Microeconomic Analysis ECN-475 Senior Seminar in Economics One additional ECN course numbered 201 or higher, excluding ECN-503 Six courses in Mathematics: Core courses: MTH-151 Analytic Geometry and Calculus II MTH-160 Vectors and Matrices Four additional courses from the following list: *At least two courses must be numbered 300 or higher MTH-245 Statistical Methods I with R MTH-250 Vector Calculus MTH-255 Differential Equations MTH-260 Transition to Higher Mathematics MTH-335 Mathematical Models and Applications MTH-337 Operations Research MTH-340 Probability MTH-341 Mathematical Statistics MTH-345 Statistical Methods II with R MTH-355 Discrete Dynamical Systems MTH-435 Scientific Computation MTH-450 Real Analysis MTH-465 Linear Algebra and Matrix Theory
  ECN-111 Introduction to Economics
  ECN-331 Empirical Methods in Economics
  ECN-345 Intermediate Macroeconomics Analysis
  ECN-346 Intermediate Microeconomic Analysis
  ECN-475 Senior Seminar in Economics
  MTH-151 Analytic Geometry and Calculus II
  MTH-160 Vectors and Matrices
  MTH-245 Statistical Methods I with R
  MTH-250 Vector Calculus
  MTH-255 Differential Equations
  MTH-260 Transition to Higher Mathematics
  MTH-335 Mathematical Models and Applications
  MTH-337 Operations Research
  MTH-340 Probability
  MTH-341 Mathematical Statistics
  MTH-345 Statistical Methods II with R
  MTH-355 Discrete Dynamical Systems
  MTH-435 Scientific Computation
  MTH-450 Real Analysis
  MTH-465 Linear Algebra and Matrix Theory

Six courses in Economics:
  ECN-111 Introduction to Economics
  ECN-331 Empirical Methods in Economics
  ECN-345 Intermediate Macroeconomics Analysis
  ECN-346 Intermediate Microeconomic Analysis
  ECN-475 Senior Seminar in Economics

Six courses in Mathematics:

Core courses:
  MTH-151 Analytic Geometry and Calculus II
  MTH-160 Vectors and Matrices

Four additional courses from the following list:
*At least two courses must be numbered 300 or higher
  MTH-245 Statistical Methods I with R
  MTH-250 Vector Calculus
  MTH-255 Differential Equations
  MTH-260 Transition to Higher Mathematics
  MTH-335 Mathematical Models and Applications
  MTH-337 Operations Research
  MTH-340 Probability
  MTH-341 Mathematical Statistics
  MTH-345 Statistical Methods II with R
  MTH-355 Discrete Dynamical Systems
  MTH-435 Scientific Computation
  MTH-450 Real Analysis
  MTH-465 Linear Algebra and Matrix Theory

Majors are also advised to complete:
  CSC-121 Intro to Computer Programming
  MTH-435 Scientific Computation"
3485,Education,"Education, B.A. (Teaching in Grades 2-6)",B.A.,"To fulfill major requirements and certification standards, students must complete:
  EDU-111 Perspectives on American Education or EDU-112 History of Education in America or EDU-113 Introduction to Educational Philosophy or EDU-114 Culture, Identity, and Schooling
  EDU-120 Human Development
  EDU-200 Health Education and Physical Activity
  EDU-221 Students with Exceptionalities
  EDU-305 Arts Integration in Elementary Grades
  EDU-330 Literacy Foundations and Instruction in Grades PK-3
  EDU-331 Literacy Processes and Instruction in Grades 2-6
  EDU-332 Social Studies in Grades PK-6
  EDU-333 Science in Grades PK-6
  MTH-301 Mathematics for Elementary School Teachers I
  MTH-302 Mathematics for Elementary School Teachers II
  EDU-431 Diverse School Cultures: Teaching, Learning and Management

one biology course*:
  BIO-101 Principles of Biology
  BIO-102 Biology and the Environment
  BIO-111 Foundations of Biology

one physical science course*:
  CHM-101 Chemistry and Global Awareness
  CHM-110 Foundations of Chemistry
  EES-112 Environmental Science
  EES-113 Natural Hazards and Natural Disasters
  EES-115 Earth Systems
  PHY-101 Physics for Non-Science Majors
  PHY-105 Descriptive Astronomy
  PHY-106 The Solar System
  PHY-107 Stars & Galaxies
  PHY-111 General Physics I
  SUS-120 Principles of Sustainability Science

*One of the science courses required toward graduation must have a lab.

and, the senior block:
Spring semester senior year, majors enroll in the following courses team-taught by department faculty.
  EDU-434 Content Literacy Strategies and Modifications for Diverse Learners
  EDU-470 Practicum in Teaching
  EDU-435 Planning, Instruction, and Assessment in the Elementary Classroom
  EDU-505 Teaching Internship (Music majors only)

Early Teaching Experience
In August, prior to the senior year, all elementary candidates seeking teacher certification participate in an early teaching experience on a full-time basis. This experience provides an opportunity for direct involvement in the opening of school when classroom routines and procedures are established. Candidates seeking certification are expected to assume some teaching responsibilities.

Graduate summer admission
Candidates who satisfactorily complete all Senior Block courses including the practicum experience, and are eligible to enroll in the EDEP-670 Teaching Internship may receive approval to enroll in graduate courses during the summer prior to the teaching internship."
3531,Education,"Educational Studies, B.A.",B.A.,"The major requires nine (9) Education (EDU) courses and four (4) courses outside the Education Department. One of the science courses required toward graduation must have a lab:

three introductory courses:
  EDU-111 Perspectives on American Education (and EDU-001 ) or EDU-112 History of Education in America or EDU-113 Introduction to Educational Philosophy or EDU-114 Culture, Identity, and Schooling
  EDU-120 Human Development
  EDU-221 Students with Exceptionalities

two or three courses addressing fundamental elements of learning for various populations:
  EDU-200 Health Education and Physical Activity
  EDU-212 Schoolhouse and Courthouse: Education and the Law
  EDU-215 Diversity, Equity, & Inclusion in Education
  EDU-222 Nature of Learning Disabilities
  EDU-223 Nature of Emotional and Behavioral Disorders
  EDU-235 Comparative International Education
  EDU-250 Scholarly Reading and Writing in Education
  EDU-275 Educational Psychology

two or three courses focused on methods of teaching:
  EDU-305 Arts Integration in Elementary Grades
  EDU-330 Literacy Foundations and Instruction in Grades PK-3
  EDU-331 Literacy Processes and Instruction in Grades 2-6
  EDU-332 Social Studies in Grades PK-6
  EDU-333 Science in Grades PK-6
  EDU-337 Early Childhood Curriculum: Content and Resources
  EDU-339 Methods, Materials, and Assessment: Early Childhood
  EDU-431 Diverse School Cultures: Teaching, Learning and Management
  EDU-451 Literature for Young Adults

one or two courses exposing the student to learning outside of the traditional classroom:
  EDU-503 Individualized Internship
  EDU-506 Human Service Non-Profit Internship

one biological science course:
  BIO-101 Principles of Biology
  BIO-102 Biology and the Environment
  BIO-111 Foundations of Biology

one physical science course:
  CHM-101 Chemistry and Global Awareness
  CHM-110 Foundations of Chemistry
  EES-112 Environmental Science
  EES-113 Natural Hazards and Natural Disasters
  EES-115 Earth Systems
  PHY-101 Physics for Non-Science Majors
  PHY-105 Descriptive Astronomy
  PHY-106 The Solar System
  PHY-107 Stars & Galaxies
  PHY-111 General Physics I
  SUS-120 Principles of Sustainability Science

and at least four other courses numbered 200 or higher in a focused cognate area outside of EDU determined in consultation with the academic advisor. One of the science courses required toward graduation must have a lab."
3532,Education,Teaching in Grades PK-12,,"Early Teaching Experience
In August, prior to the senior year, all elementary candidates seeking teacher certification participate in an early teaching experience on a full-time basis. This experience provides an opportunity for direct involvement in the opening of school when classroom routines and procedures are established. Candidates seeking certification are expected to assume some teaching responsibilities."
3486,English,"English, Literature and Language Track, B.A.",B.A.,"A major consists of at least nine courses and must include two foundation courses:
  ENG-353 Critical and Cultural Theory
  ENG-475 Senior Seminar in English

1 course (4 credits) of writing instruction:
  ENG-200 Introduction to Creative Writing
  ENG-211 Professional Communication
  ENG-212 Journalism Principles and Practice
  ENG-214 Immersion Journalism: Reading as Writers
  ENG-216 Copyediting
  ENG-220 Writing Poems
  ENG-221 Writing Fiction
  ENG-223 Writing Nonfiction
  ENG-224 Writing Biography
  ENG-225 Writing with Writers (2 credits)
  ENG-228 Writing the Novel
  ENG-230 Digital Writing
  ENG-240 Art of Travel Writing and MXP-240 Travel Writing

1 course exploring Early Traditions:
  ENG-241 Medieval Arthurian Literature
  ENG-252 Shakespeare
  ENG-261 Revolution and Reaction
  ENG-300 Literature Before Print
  ENG-304 English Literature of Restoration and 18th Century
  ENG-314 Studies in Chaucer
  ENG-315 Animals in Medieval Literature and Culture
  ENG-316 Late 14th Century English Literature
  ENG-317 Literature of Early Modern Britain
  ENG-318 Early Modern Drama
  ENG-319 Major Figures in Early Modern British Literature
  ENG-328 Interpretive Issues in Early Modern Literature

1 course exploring Critical Approaches, Film Studies, or Cultural and Global Studies:
  ENG-152 History of English Language
  ENG-153 English Language: How It Works
  ENG-254 Prison Literature
  ENG-293 Literature of the South
  ENG-294 Modern and Contemporary Poetry
  ENG-298 Literature and the Environment
  ENG-338 Victorian Novel
  ENG-339 Emerson to Dickinson
  ENG-344 Gothic Literature
  ENG-349 Thinking Sex
  ENG-391 Global Postcolonial Issues
  ENG-392 Film Analysis
  ENG-393 Literary Feminisms

1 course exploring Later Traditions and Literatures of the Americas
  ENG-270 Queer Stories
  ENG-273 Altered States in Victorian Literature
  ENG-291 Studies in Short Fiction
  ENG-292 African-American Drama
  ENG-297 Autobiography
  ENG-336 British Romantic Literature
  ENG-337 Victorian Literature and Culture
  ENG-346 American Slavery and the Novel
  ENG-348 American Working-Class Literature
  ENG-350 American Novel to World War I
  ENG-351 American Novel Since World War I
  ENG-356 Faulkner
  ENG-357 Irish Renaissance Literature
  ENG-359 Studies in the Essay
  ENG-363 Mystery and Detective Fiction

and, 3 courses (12 credits) in any ENG course*
*One section of either ENG-111 or ENG-112 , but not both, can count toward the major.

one credit of vocational and professional preparation over the final four semesters:
  ENG-399 Upper Level Pathways in English"
3537,English,"English, Writing Track B.A.",B.A.,"A major consists of at least nine courses and must include three foundation courses:
  ENG-200 Introduction to Creative Writing
  ENG-353 Critical and Cultural Theory
  ENG-476 Senior Seminar in Writing

2 courses (8 credits) of writing instruction:
  ENG-211 Professional Communication
  ENG-212 Journalism Principles and Practice
  ENG-214 Immersion Journalism: Reading as Writers
  ENG-216 Copyediting
  ENG-220 Writing Poems
  ENG-221 Writing Fiction
  ENG-223 Writing Nonfiction
  ENG-224 Writing Biography
  ENG-225 Writing with Writers (2 credits)
  ENG-228 Writing the Novel
  ENG-240 Art of Travel Writing and MXP-240 Travel Writing

2 courses in at least 2 different distribution categories

Early Traditions:
  ENG-241 Medieval Arthurian Literature
  ENG-252 Shakespeare
  ENG-261 Revolution and Reaction
  ENG-300 Literature Before Print
  ENG-304 English Literature of Restoration and 18th Century
  ENG-314 Studies in Chaucer
  ENG-315 Animals in Medieval Literature and Culture
  ENG-316 Late 14th Century English Literature
  ENG-317 Literature of Early Modern Britain
  ENG-318 Early Modern Drama
  ENG-319 Major Figures in Early Modern British Literature
  ENG-328 Interpretive Issues in Early Modern Literature

Critical Approaches, Film Studies, or Cultural and Global Studies:
  ENG-152 History of English Language
  ENG-153 English Language: How It Works
  ENG-254 Prison Literature
  ENG-293 Literature of the South
  ENG-294 Modern and Contemporary Poetry
  ENG-298 Literature and the Environment
  ENG-338 Victorian Novel
  ENG-339 Emerson to Dickinson
  ENG-344 Gothic Literature
  ENG-349 Thinking Sex
  ENG-391 Global Postcolonial Issues
  ENG-392 Film Analysis
  ENG-393 Literary Feminisms

Later Traditions and Literatures of the Americas
  ENG-270 Queer Stories
  ENG-273 Altered States in Victorian Literature
  ENG-291 Studies in Short Fiction
  ENG-292 African-American Drama
  ENG-297 Autobiography
  ENG-336 British Romantic Literature
  ENG-337 Victorian Literature and Culture
  ENG-346 American Slavery and the Novel
  ENG-348 American Working-Class Literature
  ENG-350 American Novel to World War I
  ENG-351 American Novel Since World War I
  ENG-356 Faulkner
  ENG-357 Irish Renaissance Literature
  ENG-359 Studies in the Essay
  ENG-363 Mystery and Detective Fiction

and, 2 courses (8 credits) in any ENG course*:
*One section of either ENG-111 or ENG-112 , but not both, can count toward the major.

one credit of vocational and professional preparation over the final four semesters:
  ENG-399 Upper Level Pathways in English"
3487,Health Sciences,"Health Sciences, B.A.",B.A.,"A major must include:
  HSC-101 Wellness Concepts
  HSC-201 Research and Evaluation in Health Sciences
  HSC-205 Fundamentals of Public Health
  HSC-210 Anatomy and Physiology I
  HSC-211 Anatomy and Physiology II
  HSC-001 Basic Life Support

and, at least six additional HSC courses numbered greater than 211. Only one 4-credit 500-level course can be counted and may not include 503."
3488,Health Sciences,"Health Sciences, B.S.",B.S.,"A major must include:
  HSC-101 Wellness Concepts
  HSC-201 Research and Evaluation in Health Sciences
  HSC-205 Fundamentals of Public Health
  HSC-210 Anatomy and Physiology I
  HSC-211 Anatomy and Physiology II
  HSC-001 Basic Life Support

and, at least six additional HSC courses numbered greater than 211. Only one 4-credit 500-level course may be counted and may not include 503."
3534,Health Sciences,"Public Health, B.A.",B.A.,"A major must include:
  BIO-111 Foundations of Biology
  HSC-075 Seminar in Public Health (3 semesters required)
  HSC-201 Research and Evaluation in Health Sciences
  HSC-205 Fundamentals of Public Health
  HSC-304 Environmental Health
  HSC-305 Global Public Health
  HSC-307 Health Systems, Services and Policy Administration
  HSC-401 Epidemiology
  HSC-001 Basic Life Support
  HSC-465 Public Health Capstone
  MTH-120 Introduction to Statistics

and, at least twelve additional credits from two or more departments with no more than 4 credits from Health Sciences (HSC) and no more than 4 credits from courses completed during the May Experience
  AST-250 Human Development in Contemporary Asia
  AST-255 Poverty, Gender and Development in India
  AST-260 Environment and Health in India
  BIO-301 Microbiology
  BIO-330 Public Health Biology
  BIO-350 Infectious Disease Ecology
  BIO-360 Infectious Disease in Movies: Fact and Fiction
  BIO-435 Agroecology
  BIO-470 Immunology
  BUS-423 Consumer Behavior
  CSC-272 Introduction to Data Mining
  ECN-233 Economics of Gender
  ECN-234 Urban Economics
  ECN-236 Economics of the Environment
  ECN-237 Economics of Poverty and Inequality
  ECN-238 Public Economics
  ECN-242 Health Economics
  ECN-245 Development Economics
  ECN-331 Empirical Methods in Economics
  EES-201 Geographic Information Systems
  EST-301 Environment and Society
  HSC-151 Current Issues in Public Health
  HSC-300 Chronic Disease: Epidemiology and Prevention
  HSC-302 Physical Activity and Public Health
  HSC-306 Nutrition and Public Health
  HSC-342 Pathophysiology of Chronic Diseases
  HSC-343 Pathophysiology of Infectious Diseases
  HSC-501 Independent Study
  HSC-502 Research
  HSC-505 Structured Internship
  HST-310 History of Western Medicine
  IDS-301 Field Work in Medicine
  IGD-101 Introduction to Intergroup Dialogue
  MTH-335 Mathematical Models and Applications
  MTH-340 Probability
  MTH-341 Mathematical Statistics
  MXP-216 Medical Mysteries and Histories
  MXP-260 Botswana Paradox
  MXP-300 Poverty, Medicine and the Law: Greenville’s Medical-Legal Partnership
  PHL-302 Clinical Medical Ethics
  PHL-305 Bioethics
  PHL-415 Philosophy of Sex and Love
  POL-205 Public Policy in the United States
  POL-213 Environmental Policy
  POL-214 Environmental Law
  POL-218 Healthcare, Public Policy, & Law
  POL-416 Farm
  PSY-210 Poverty and Child Development
  PSY-214 Health Psychology
  PSY-218 Adult Psychopathology
  SCI-201 Microbes and Society
  SOC-120 Farm to Fork: Sociology of Food Systems
  SOC-201 Contemporary Social Issues
  SOC-234 Medical Sociology
  SOC-260 Global Health Inequalities
  SOC-262 Social Determinants of Health
  SPN-205 Beginner Medical Spanish
  SPN-302 Medical Spanish
  SPN-505 Structured Internship
  SUS-335 Sustainability and Social Justice"
3535,Health Sciences,"Public Health, B.S.",B.S.,"A major must include:
  BIO-111 Foundations of Biology
  HSC-075 Seminar in Public Health (3 semesters required)
  HSC-201 Research and Evaluation in Health Sciences
  HSC-205 Fundamentals of Public Health
  HSC-304 Environmental Health
  HSC-305 Global Public Health
  HSC-307 Health Systems, Services and Policy Administration
  HSC-401 Epidemiology
  HSC-001 Basic Life Support
  HSC-465 Public Health Capstone
  MTH-120 Introduction to Statistics

and, at least twelve additional credits from two or more departments with no more than 4 credits from Health Sciences (HSC) and no more than 4 credits from courses completed during the May Experience
  AST-250 Human Development in Contemporary Asia
  AST-255 Poverty, Gender and Development in India
  AST-260 Environment and Health in India
  BIO-301 Microbiology
  BIO-330 Public Health Biology
  BIO-350 Infectious Disease Ecology
  BIO-360 Infectious Disease in Movies: Fact and Fiction
  BIO-435 Agroecology
  BIO-470 Immunology
  BUS-423 Consumer Behavior
  CSC-272 Introduction to Data Mining
  ECN-233 Economics of Gender
  ECN-234 Urban Economics
  ECN-236 Economics of the Environment
  ECN-237 Economics of Poverty and Inequality
  ECN-238 Public Economics
  ECN-242 Health Economics
  ECN-245 Development Economics
  ECN-331 Empirical Methods in Economics
  EES-201 Geographic Information Systems
  EST-301 Environment and Society
  HSC-151 Current Issues in Public Health
  HSC-300 Chronic Disease: Epidemiology and Prevention
  HSC-302 Physical Activity and Public Health
  HSC-306 Nutrition and Public Health
  HSC-342 Pathophysiology of Chronic Diseases
  HSC-343 Pathophysiology of Infectious Diseases
  HSC-501 Independent Study
  HSC-502 Research
  HSC-505 Structured Internship
  HST-310 History of Western Medicine
  IDS-301 Field Work in Medicine
  IGD-101 Introduction to Intergroup Dialogue
  MTH-335 Mathematical Models and Applications
  MTH-340 Probability
  MTH-341 Mathematical Statistics
  MXP-216 Medical Mysteries and Histories
  MXP-260 Botswana Paradox
  MXP-300 Poverty, Medicine and the Law: Greenville’s Medical-Legal Partnership
  PHL-302 Clinical Medical Ethics
  PHL-305 Bioethics
  PHL-415 Philosophy of Sex and Love
  POL-205 Public Policy in the United States
  POL-213 Environmental Policy
  POL-214 Environmental Law
  POL-218 Healthcare, Public Policy, & Law
  POL-416 Farm
  PSY-210 Poverty and Child Development
  PSY-214 Health Psychology
  PSY-218 Adult Psychopathology
  SCI-201 Microbes and Society
  SOC-120 Farm to Fork: Sociology of Food Systems
  SOC-201 Contemporary Social Issues
  SOC-234 Medical Sociology
  SOC-260 Global Health Inequalities
  SOC-262 Social Determinants of Health
  SPN-205 Beginner Medical Spanish
  SPN-302 Medical Spanish
  SPN-505 Structured Internship
  SUS-335 Sustainability and Social Justice"
